time,allT,allF,alt1,perT3,perT10,perT100,perT1000,perT10000,perF3,perF10,perF100,perF1000,perF10000,burst5,burst50,burst500,burst5000
28767,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28768,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28769,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28770,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
28771,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28772,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28773,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28774,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28775,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28776,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28777,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28778,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28779,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28780,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
28781,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28782,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28783,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28784,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28785,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28786,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28787,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28788,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28789,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28790,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
28791,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28792,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28793,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28794,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28795,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28796,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28797,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28798,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28799,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28800,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1
28801,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28802,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28803,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28804,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28805,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28806,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28807,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28808,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28809,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28810,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
28811,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28812,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28813,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28814,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28815,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28816,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28817,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28818,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28819,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28820,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
28821,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28822,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28823,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28824,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28825,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28826,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28827,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28828,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28829,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28830,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
28831,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28832,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28833,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28834,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28835,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28836,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28837,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28838,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28839,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28840,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
28841,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28842,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28843,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28844,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28845,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28846,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28847,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28848,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28849,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28850,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
28851,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28852,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28853,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28854,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28855,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28856,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28857,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28858,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28859,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28860,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
28861,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28862,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28863,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28864,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28865,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28866,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28867,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28868,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28869,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28870,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
28871,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28872,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28873,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28874,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28875,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28876,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28877,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28878,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28879,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28880,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
28881,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28882,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28883,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28884,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28885,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28886,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28887,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28888,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28889,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28890,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
28891,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28892,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28893,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28894,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28895,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28896,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28897,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28898,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28899,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28900,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1
28901,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28902,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28903,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28904,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28905,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28906,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28907,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28908,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28909,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28910,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
28911,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28912,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28913,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28914,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28915,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28916,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28917,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28918,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28919,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28920,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1
28921,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28922,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28923,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28924,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28925,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28926,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28927,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28928,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28929,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28930,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
28931,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28932,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28933,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28934,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28935,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28936,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28937,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28938,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28939,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28940,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1
28941,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28942,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28943,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1
28944,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
28945,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28946,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28947,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
28948,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28949,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
28950,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
28951,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28952,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28953,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28954,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28955,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28956,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28957,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28958,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28959,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28960,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
28961,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28962,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28963,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28964,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28965,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28966,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28967,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28968,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28969,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28970,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
28971,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28972,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28973,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28974,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28975,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28976,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28977,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28978,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28979,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28980,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
28981,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28982,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28983,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28984,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28985,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28986,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28987,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28988,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28989,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28990,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
28991,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28992,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
28993,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28994,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
28995,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28996,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28997,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
28998,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
28999,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
29000,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
29001,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29002,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29003,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29004,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29005,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29006,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29007,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29008,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29009,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29010,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
29011,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29012,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29013,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29014,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29015,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29016,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29017,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29018,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29019,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29020,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
29021,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29022,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29023,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29024,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29025,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29026,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29027,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29028,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29029,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29030,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
29031,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29032,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29033,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29034,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29035,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29036,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29037,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29038,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29039,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29040,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
29041,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29042,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29043,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29044,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29045,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29046,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29047,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29048,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29049,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29050,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
29051,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29052,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
29053,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29054,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29055,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
29056,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29057,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29058,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
29059,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29060,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
29061,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
29062,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29063,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29064,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
29065,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29066,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29067,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
29068,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29069,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29070,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
29071,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29072,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29073,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
29074,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29075,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29076,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
29077,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29078,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29079,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
29080,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
29081,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29082,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
29083,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29084,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29085,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
29086,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29087,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29088,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
29089,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29090,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
29091,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
29092,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29093,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
29094,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
29095,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29096,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29097,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
29098,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29099,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
29100,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
29101,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29102,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29103,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29104,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29105,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29106,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29107,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29108,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29109,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29110,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
29111,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29112,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29113,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29114,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29115,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29116,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29117,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29118,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29119,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29120,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
29121,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29122,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29123,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29124,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29125,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29126,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29127,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29128,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29129,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29130,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
29131,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29132,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29133,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
29134,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29135,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29136,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29137,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29138,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
29139,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
29140,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
29141,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
29142,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
